   r (Ang),     Ga-Ga,     Ga-P ,     Ga-O ,     P-P  ,     P-O  ,     O-O  
   6.62500,   0.00000,   1.01145,   1.44493,   0.00000,   0.72247,   0.68634
   6.63500,   0.00000,   0.86435,   1.29653,   0.00000,   0.90037,   0.84634
   6.64500,   0.00000,   1.29263,   1.11310,   0.00000,   1.04129,   0.84380
   6.65500,   0.00000,   0.85917,   1.32455,   0.00000,   1.43195,   0.64438
   6.66500,   0.00000,   0.57106,   1.10643,   0.00000,   0.78521,   0.60675
   6.67500,   0.00000,   0.42702,   1.70806,   0.00000,   0.92520,   0.74728
   6.68500,   0.00000,   0.28383,   1.56105,   0.00000,   1.13531,   0.85148
   6.69500,   0.00000,   0.14149,   1.06117,   0.00000,   0.81357,   0.88431
   6.70500,   0.00000,   0.42321,   1.34015,   0.00000,   0.70534,   0.84641
   6.71500,   0.00000,   0.42195,   1.33617,   0.00000,   0.98454,   0.52743
   6.72500,   0.00000,   0.00000,   1.43737,   0.00000,   1.12185,   0.70116
   6.73500,   0.00000,   0.00000,   1.57292,   0.00000,   0.73403,   0.55926
   6.74500,   0.00000,   0.13940,   1.49857,   0.00000,   0.73186,   0.50533
   6.75500,   0.00000,   0.41697,   1.38989,   0.00000,   0.66020,   0.62545
   6.76500,   0.00000,   0.41574,   1.59366,   0.00000,   0.97005,   0.72754
   6.77500,   0.00000,   0.96719,   1.65805,   0.00000,   0.51814,   0.65631
   6.78500,   0.00000,   0.55106,   1.37764,   0.00000,   0.58550,   0.70604
   6.79500,   0.00000,   0.13736,   1.57963,   0.00000,   0.65246,   0.80698
   6.80500,   0.00000,   0.95869,   1.30108,   0.00000,   0.78750,   0.71902
   6.81500,   0.00000,   0.68277,   1.36555,   0.00000,   0.54622,   0.54622
   6.82500,   0.00000,   0.27231,   1.29347,   0.00000,   0.71481,   0.79991
   6.83500,   0.00000,   0.40727,   0.84848,   0.00000,   0.84848,   0.91636
   6.84500,   0.00000,   0.81217,   1.15057,   0.00000,   0.84601,   0.79525
   6.85500,   0.00000,   0.40490,   1.55212,   0.00000,   0.87728,   0.82667
   6.86500,   0.00000,   1.61489,   0.94202,   0.00000,   0.77380,   0.72334
   6.87500,   0.00000,   1.87857,   1.24119,   0.00000,   0.63737,   0.88896
   6.88500,   0.00000,   1.07035,   1.10380,   0.00000,   0.73587,   0.71914
   6.89500,   0.00000,   1.73428,   0.83379,   0.00000,   1.03390,   0.70038
   6.90500,   0.00000,   1.72927,   1.19719,   0.00000,   0.83138,   0.76487
   6.91500,   0.00000,   1.59164,   1.26005,   0.00000,   0.82898,   0.92846
   6.92500,   0.00000,   1.58705,   1.05803,   0.00000,   0.79352,   0.94231
   6.93500,   0.00000,   2.50559,   0.95608,   0.00000,   0.56046,   0.95608
   6.94500,   0.00000,   2.23540,   0.75609,   0.00000,   0.62460,   0.92046
   6.95500,   0.00000,   2.88456,   1.18005,   0.00000,   0.75392,   0.98337
   6.96500,   0.00000,   1.69962,   0.52296,   0.00000,   0.81713,   1.09495
   6.97500,   0.00000,   2.21622,   0.78220,   0.26073,   0.61924,   1.33625
   6.98500,   0.00000,   2.46987,   0.64997,   0.25999,   0.71496,   1.02370
   6.99500,   0.00000,   2.20358,   0.58330,   0.00000,   0.87495,   1.24761
   7.00500,   0.00000,   1.93879,   0.77552,   0.00000,   0.84014,   1.17943
   7.01500,   0.00000,   1.80438,   0.74109,   0.00000,   0.70887,   1.14385
   7.02500,   0.00000,   1.41370,   0.38555,   0.00000,   0.93176,   1.36551
   7.03500,   0.00000,   2.05045,   0.76892,   0.00000,   0.73688,   1.36163
   7.04500,   0.00000,   1.40569,   0.67090,   0.51116,   1.18206,   1.24595
   7.05500,   0.00000,   0.76457,   0.76457,   0.25486,   0.82828,   1.29021
   7.06500,   0.00000,   2.03309,   0.73064,   0.25414,   0.73064,   1.38186
   7.07500,   0.25342,   0.76026,   0.44348,   0.25342,   1.07703,   1.52051
   7.08500,   0.00000,   1.13717,   0.53700,   0.75811,   0.88447,   1.61099
   7.09500,   0.50399,   0.75598,   0.75598,   1.00797,   0.75598,   1.46471
   7.10500,   0.50257,   0.50257,   0.62821,   0.25128,   0.81668,   1.58623
   7.11500,   0.50116,   0.75174,   0.62645,   0.50116,   0.75174,   1.31554
   7.12500,   0.99951,   0.62469,   0.87457,   0.99951,   1.03074,   1.40556
   7.13500,   0.49835,   0.37377,   0.59180,   1.49506,   0.87212,   1.71309
   7.14500,   0.99392,   0.00000,   1.14922,   0.99392,   0.99392,   1.25793
   7.15500,   1.73451,   0.12389,   1.02212,   1.23894,   1.14602,   1.20796
   7.16500,   1.48258,   0.61774,   0.92661,   1.23548,   0.83395,   1.37448
   7.17500,   1.97127,   0.24641,   0.61602,   1.97127,   1.13964,   1.26285
   7.18500,   1.47434,   0.61431,   1.25933,   0.98290,   1.07504,   1.21326
   7.19500,   1.22521,   0.49008,   1.01080,   1.71529,   1.19458,   1.31710
   7.20500,   1.95490,   0.61091,   0.94690,   2.44363,   1.09963,   1.25236
   7.21500,   0.97474,   1.21843,   1.00521,   0.97474,   0.82244,   1.41643
   7.22500,   0.97205,   0.85054,   1.06318,   1.70109,   0.97205,   1.32138
   7.23500,   1.93873,   1.57522,   0.69673,   2.42342,   1.18142,   1.28744
   7.24500,   1.20837,   1.32920,   0.99690,   2.90008,   0.90628,   1.17816
   7.25500,   3.37412,   2.16907,   1.23517,   1.20504,   0.72302,   1.29542
   7.26500,   0.96138,   2.16311,   0.96138,   2.40346,   1.11160,   1.14164
   7.27500,   1.43812,   2.51670,   1.16847,   1.43812,   0.98870,   1.06361
   7.28500,   3.10737,   2.98786,   1.31466,   1.67320,   0.92624,   1.41923
   7.29500,   0.95350,   4.40992,   1.04289,   2.14537,   1.04289,   1.01309
   7.30500,   2.13950,   4.27901,   1.24804,   1.18861,   0.80231,   1.24804
   7.31500,   2.13366,   5.68976,   1.15573,   0.94829,   0.85939,   0.91866
   7.32500,   2.36427,   5.43782,   1.24124,   1.65499,   0.97526,   1.46289
   7.33500,   2.35783,   5.65880,   1.06102,   1.17892,   0.76630,   1.03155
   7.34500,   0.70543,   6.58398,   1.14632,   1.41085,   0.91118,   1.05814
   7.35500,   1.87603,   5.62809,   0.99664,   1.17252,   0.85008,   1.01130
   7.36500,   1.16934,   6.66523,   1.14010,   0.46774,   1.34474,   1.33012
   7.37500,   0.46647,   6.99703,   1.04955,   0.93294,   0.81632,   1.04955
   7.38500,   0.69781,   7.90852,   1.19209,   1.39562,   1.16302,   1.10487
   7.39500,   0.69593,   6.03136,   0.95690,   0.46395,   0.92790,   1.33386
   7.40500,   0.69405,   6.01509,   0.80972,   0.46270,   0.95432,   1.40256
   7.41500,   0.46145,   6.69107,   1.29784,   0.46145,   0.95175,   1.29784
   7.42500,   0.46021,   5.17738,   1.38063,   0.23011,   0.86290,   1.07862
   7.43500,   0.91795,   5.39296,   0.97532,   0.22949,   0.88926,   1.40561
   7.44500,   0.45774,   6.63729,   1.25880,   0.00000,   0.85827,   1.64502
   7.45500,   0.00000,   5.47821,   1.14129,   0.00000,   0.79891,   1.38382
   7.46500,   0.22765,   4.32531,   1.02442,   0.22765,   0.82522,   1.42280
   7.47500,   0.22704,   3.51912,   1.67442,   0.45408,   0.70950,   1.53252
   7.48500,   0.90574,   4.07581,   1.30200,   0.00000,   1.16047,   1.28784
   7.49500,   0.45166,   2.82288,   1.15738,   0.22583,   0.95978,   1.48201
   7.50500,   0.45046,   3.04060,   1.43584,   0.22523,   1.26692,   1.15430
   7.51500,   0.67389,   3.81872,   0.98276,   1.57242,   0.75813,   1.44606
   7.52500,   0.22403,   4.25666,   1.23219,   0.44807,   1.06416,   1.58224
   7.53500,   0.44688,   1.89925,   1.39650,   0.44688,   0.94962,   1.45237
   7.54500,   1.11425,   1.22567,   1.36495,   0.44570,   1.14210,   1.51816
   7.55500,   0.88904,   2.55599,   1.02795,   0.44452,   1.05574,   1.40302
   7.56500,   1.33004,   2.88175,   0.91440,   0.44335,   0.96982,   1.44088
   7.57500,   1.32653,   2.54252,   0.99490,   1.10544,   0.99490,   1.53380
   7.58500,   2.20507,   2.20507,   0.82690,   1.10253,   0.85446,   1.40573
   7.59500,   1.53949,   2.30923,   0.87971,   1.97934,   0.76974,   1.62196
   7.60500,   1.75479,   1.86447,   1.06933,   1.31609,   1.06933,   1.35722
   7.61500,   1.75019,   2.40651,   0.95714,   0.87509,   1.23060,   1.36734
   7.62500,   1.52740,   1.96381,   1.22738,   2.83661,   0.90008,   1.47285
   7.63500,   1.30578,   1.30578,   0.89772,   1.52341,   0.87052,   1.48260
   7.64500,   3.25592,   1.41090,   0.78685,   1.73649,   1.05817,   1.43803
   7.65500,   2.38144,   1.29897,   0.73067,   3.24742,   1.10954,   1.33956
   7.66500,   3.23896,   1.29558,   0.91771,   3.02303,   1.32258,   1.30908
   7.67500,   2.58443,   1.29221,   1.02300,   2.79979,   1.26529,   1.34605
   7.68500,   2.79252,   0.53702,   0.77868,   3.86656,   0.93979,   1.49024
   7.69500,   3.85653,   1.17838,   0.99091,   2.78527,   0.93735,   1.21855
   7.70500,   2.77805,   0.42739,   0.66780,   3.84653,   1.06848,   1.46916
   7.71500,   2.34457,   0.74600,   0.71936,   3.19714,   1.38543,   1.34546
   7.72500,   3.40147,   0.63777,   0.61120,   4.25183,   1.11611,   1.39513
   7.73500,   4.02881,   0.10602,   0.90118,   3.39268,   1.19274,   0.98070
   7.74500,   4.22992,   0.42299,   0.97817,   2.74945,   1.05748,   1.26897
   7.75500,   2.53141,   0.21095,   0.94928,   1.89856,   1.13386,   1.05476
   7.76500,   2.94572,   0.21041,   1.23615,   5.04980,   1.23615,   0.95999
   7.77500,   4.40723,   0.10493,   0.97064,   2.51841,   0.91817,   1.02311
   7.78500,   2.51195,   0.10466,   0.86348,   2.30262,   0.81115,   0.88965
   7.79500,   2.71431,   0.10440,   1.30496,   2.71431,   0.96567,   0.97872
   7.80500,   2.08259,   0.20826,   0.93716,   1.24955,   0.80700,   1.02828
   7.81500,   2.90817,   0.00000,   1.09056,   2.07726,   1.22039,   1.02565
   7.82500,   1.24318,   0.00000,   1.06188,   2.69355,   0.80288,   1.03598
   7.83500,   2.27335,   0.00000,   1.24001,   2.27335,   0.46500,   0.68459
   7.84500,   1.23685,   0.00000,   1.00494,   2.67984,   1.10801,   0.87610
   7.85500,   1.02809,   0.00000,   1.13090,   1.43932,   0.87387,   0.70681
   7.86500,   0.20510,   0.00000,   0.97420,   0.82038,   1.07675,   0.78193
   7.87500,   1.22745,   0.00000,   1.27859,   0.61373,   1.12516,   0.83109
   7.88500,   0.20406,   0.00000,   0.86724,   0.61217,   0.91826,   0.82898
   7.89500,   0.20354,   0.00000,   1.09403,   0.40708,   0.94138,   0.76328
   7.90500,   0.20303,   0.00000,   0.98975,   0.60908,   0.98975,   0.73597
   7.91500,   0.00000,   0.00000,   1.06320,   0.00000,   0.86068,   0.94928
   7.92500,   0.00000,   0.00000,   0.88377,   0.20200,   0.95952,   0.75751
   7.93500,   0.00000,   0.00000,   0.95710,   1.00747,   1.41046,   0.60448
   7.94500,   0.40198,   0.00000,   0.90445,   0.00000,   0.90445,   0.74114
   7.95500,   0.00000,   0.00000,   0.75181,   0.00000,   0.97736,   0.81446
   7.96500,   0.00000,   0.00000,   0.89991,   0.00000,   0.79992,   0.94991
   7.97500,   0.00000,   0.00000,   0.54857,   0.00000,   0.97247,   0.88519
   7.98500,   0.00000,   0.00000,   1.06952,   0.00000,   1.06952,   0.74618
   7.99500,   0.00000,   0.00000,   0.71950,   0.00000,   1.06685,   0.93039
   8.00500,   0.00000,   0.00000,   0.86620,   0.00000,   0.81670,   0.94045
   8.01500,   0.19750,   0.00000,   0.66655,   0.00000,   0.98748,   0.83935
   8.02500,   0.19700,   0.00000,   0.91114,   0.00000,   0.88652,   0.82495
   8.03500,   0.00000,   0.00000,   0.76149,   0.00000,   1.15452,   0.84747
   8.04500,   0.58808,   0.00000,   0.90662,   0.00000,   1.20066,   0.93112
   8.05500,   0.39108,   0.00000,   0.73327,   0.97770,   1.02658,   0.84327
   8.06500,   0.19506,   0.00000,   1.09719,   0.39011,   1.07280,   0.96309
   8.07500,   0.58372,   0.00000,   0.85126,   0.19457,   1.16744,   1.03367
   8.08500,   0.19409,   0.00000,   0.99472,   0.38818,   1.18881,   0.66719
   8.09500,   0.00000,   0.00000,   0.75025,   0.38723,   1.30689,   0.94386
   8.10500,   0.38627,   0.00000,   0.91740,   0.38627,   1.08639,   0.88118
   8.11500,   0.77064,   0.00000,   1.10780,   0.96330,   0.96330,   0.93922
   8.12500,   0.57656,   0.00000,   1.12910,   0.96094,   1.22519,   0.90088
   8.13500,   0.38343,   0.00000,   1.03047,   1.34201,   1.22218,   0.80281
   8.14500,   0.95622,   0.00000,   1.24309,   1.33871,   1.09966,   1.02794
   8.15500,   1.14466,   0.00000,   0.78695,   1.52621,   1.09696,   0.95388
   8.16500,   1.90310,   0.00000,   1.18944,   0.38062,   1.16565,   0.86829
   8.17500,   0.94922,   0.00000,   1.02042,   2.08829,   1.09161,   0.85430
   8.18500,   2.27258,   0.00000,   1.20731,   1.13629,   1.08894,   0.92323
   8.19500,   1.51136,   0.00000,   1.18075,   1.88920,   0.82652,   1.06267
   8.20500,   1.69614,   0.00000,   1.20143,   2.26152,   1.08364,   1.02475
   8.21500,   2.82002,   0.00000,   1.19851,   1.31601,   1.12801,   0.92826
   8.22500,   2.25054,   0.00000,   0.98461,   3.00072,   1.12527,   0.97289
   8.23500,   2.80635,   0.00000,   1.26286,   3.55471,   0.98222,   0.87698
   8.24500,   2.98619,   0.00000,   1.04983,   2.05300,   0.90985,   0.90985
   8.25500,   2.79278,   0.00000,   1.14038,   1.86185,   0.83783,   1.16366
   8.26500,   1.67162,   0.00000,   0.95189,   2.60029,   0.74294,   0.89385
   8.27500,   1.85287,   0.00000,   1.22753,   3.14988,   1.04224,   1.05382
   8.28500,   2.58776,   0.00000,   1.36320,   1.84840,   1.01662,   0.97041
   8.29500,   1.47516,   0.00000,   1.35991,   2.58153,   0.85283,   0.85283
   8.30500,   2.02347,   0.00000,   1.31065,   3.67903,   1.24167,   0.88527
   8.31500,   2.38562,   0.00000,   1.19281,   0.73404,   1.05518,   0.95196
   8.32500,   2.56297,   0.00000,   1.30437,   2.74604,   1.00688,   0.77804
   8.33500,   2.92209,   0.00000,   1.20993,   2.73946,   1.07295,   1.09578
   8.34500,   2.36851,   0.00000,   1.22980,   1.09316,   0.86542,   1.04761
   8.35500,   2.54461,   0.00000,   1.13599,   2.18109,   1.09055,   0.95423
   8.36500,   2.17588,   0.00000,   1.20127,   1.26926,   0.70263,   1.29193
   8.37500,   2.71337,   0.00000,   1.53757,   1.44713,   0.58790,   1.00621
   8.38500,   2.16552,   0.00000,   1.37601,   1.98506,   0.87974,   1.04892
   8.39500,   2.16037,   0.00000,   1.37273,   1.98034,   1.21521,   1.06893
   8.40500,   2.33484,   0.00000,   1.36947,   2.69404,   0.98782,   1.06639
   8.41500,   1.79176,   0.00000,   1.16465,   2.15012,   1.09746,   1.27663
   8.42500,   1.60876,   0.00000,   1.20657,   2.14502,   1.00548,   1.26243
   8.43500,   1.60495,   0.17833,   1.06997,   1.60495,   1.35975,   1.17028
   8.44500,   2.84650,   0.08895,   1.37878,   3.20232,   1.02296,   1.12303
   8.45500,   1.41989,   0.08874,   1.15366,   2.30732,   1.28677,   1.19803
   8.46500,   3.36428,   0.17707,   0.88534,   1.77067,   0.90747,   1.56041
   8.47500,   1.94315,   0.17665,   0.81701,   2.29645,   1.36904,   1.14822
